bedrooms,bathrooms,sqft_living,sqft_lot,floors,sqft_above,sqft_basement,yr_built,yr_renovated,lat,long,sqft_living15,sqft_lot15,waterfront,view,condition,grade,zipcode,ppltn_qty,urbn_ppltn_qty,sbrbn_ppltn_qty,farm_ppltn_qty,non_farm_qty,medn_hshld_incm_amt,medn_incm_per_prsn_amt,hous_val_amt,edctn_less_than_9_qty,edctn_9_12_qty,edctn_high_schl_qty,edctn_some_clg_qty,edctn_assoc_dgre_qty,edctn_bchlr_dgre_qty,edctn_prfsnl_qty,per_urbn,per_sbrbn,per_farm,per_non_farm,per_less_than_9,per_9_to_12,per_hsd,per_some_clg,per_assoc,per_bchlr,per_prfsnl,house_age,renovated_flag,renovation_age,total_sqft,living_to_lot_ratio,bath_bed_ratio,basement_ratio,geo_zip_bucket,geo_cluster_placeholder
3,1.0,1020,13504,1.0,1020,0,1959,0,47.5121,-122.17,1110,11158,0,0,5,7,98056,24363.0,24363.0,0.0,0.0,0.0,53608.0,26721.0,209600.0,736.0,1455.0,4596.0,4977.0,1451.0,4476.0,1262.0,100.0,0.0,0.0,0.0,3.0,5.0,18.0,20.0,5.0,18.0,5.0,56,0,0.0,1020,0.07553317535545023,0.3333333333333333,0.0,56,0
3,2.5,1740,4497,2.0,1740,0,2012,0,47.3697,-122.117,1950,4486,0,0,3,7,98042,38249.0,37394.0,0.0,0.0,855.0,66051.0,25219.0,192000.0,437.0,2301.0,7135.0,7787.0,2202.0,4964.0,1783.0,97.0,0.0,0.0,2.0,1.0,6.0,18.0,20.0,5.0,12.0,4.0,3,0,0.0,1740,0.3869246164109406,0.8333333333333334,0.0,42,0
5,4.0,4580,4443,3.0,4580,0,2004,0,47.5682,-122.059,2710,4443,1,4,3,10,98075,23926.5,23298.0,0.0,0.0,0.0,56933.0,27639.5,239850.0,406.0,1213.0,3755.5,4638.0,1417.5,4822.0,2072.0,100.0,0.0,0.0,0.0,1.0,5.0,15.0,19.0,5.0,19.0,7.5,11,0,0.0,4580,1.030835021381949,0.8,0.0,75,0
4,2.0,1790,14690,1.0,1670,120,1960,0,47.3965,-122.321,2440,10664,0,1,4,7,98198,33807.0,33697.0,0.0,0.0,110.0,46628.0,22518.0,171300.0,1119.0,3169.0,7048.0,7517.0,2064.0,3400.0,1379.0,99.0,0.0,0.0,0.0,3.0,9.0,20.0,22.0,6.0,10.0,4.0,55,0,0.0,1790,0.12185159972770593,0.5,0.0670391061452514,198,0
3,2.5,1600,2231,2.0,1600,0,2003,0,47.3314,-122.29,1600,2962,0,0,3,7,98001,25495.0,25245.0,0.0,0.0,250.0,60534.0,24011.0,168400.0,475.0,1828.0,5293.0,5336.0,1687.0,2725.0,856.0,99.0,0.0,0.0,0.0,1.0,7.0,20.0,20.0,6.0,10.0,3.0,12,0,0.0,1600,0.7171671896010757,0.8333333333333334,0.0,1,0
3,2.5,1770,9450,1.0,1770,0,1988,0,47.3196,-122.272,2200,8582,0,0,3,8,98001,25495.0,25245.0,0.0,0.0,250.0,60534.0,24011.0,168400.0,475.0,1828.0,5293.0,5336.0,1687.0,2725.0,856.0,99.0,0.0,0.0,0.0,1.0,7.0,20.0,20.0,6.0,10.0,3.0,27,0,0.0,1770,0.1873015873015873,0.8333333333333334,0.0,1,0
3,2.0,1560,4080,2.0,1560,0,1923,1982,47.6892,-122.319,1900,4080,0,0,3,7,98115,43263.0,43263.0,0.0,0.0,0.0,58475.0,34026.0,282800.0,370.0,1090.0,3667.0,6852.0,1951.0,13103.0,8891.0,100.0,0.0,0.0,0.0,0.0,2.0,8.0,15.0,4.0,30.0,20.0,92,1,33.0,1560,0.38235294117647056,0.6666666666666666,0.0,115,0
4,2.5,2643,5750,2.0,2643,0,2012,0,47.3519,-122.173,2406,5772,0,0,3,8,98030,23926.5,23298.0,0.0,0.0,0.0,56933.0,27639.5,239850.0,406.0,1213.0,3755.5,4638.0,1417.5,4822.0,2072.0,100.0,0.0,0.0,0.0,1.0,5.0,15.0,19.0,5.0,19.0,7.5,3,0,0.0,2643,0.45965217391304347,0.625,0.0,30,0
5,3.5,3420,6403,2.0,2700,720,2013,0,47.5162,-121.874,2710,6038,0,2,3,8,98065,3710.0,0.0,2296.0,0.0,1414.0,60658.0,24746.0,206600.0,74.0,250.0,655.0,732.0,196.0,599.0,186.0,0.0,61.0,0.0,38.0,1.0,6.0,17.0,19.0,5.0,16.0,5.0,2,0,0.0,3420,0.5341246290801187,0.7,0.21052631578947367,65,0
3,1.75,2280,139392,1.0,2280,0,1977,0,47.291,-122.118,2280,117176,0,0,3,8,98092,24972.0,20999.0,0.0,74.0,3899.0,62478.0,25505.0,211200.0,554.0,1763.0,4784.0,4817.0,1717.0,2903.0,1032.0,84.0,0.0,0.0,15.0,2.0,7.0,19.0,19.0,6.0,11.0,4.0,38,0,0.0,2280,0.016356749311294765,0.5833333333333334,0.0,92,0
5,2.0,2400,9537,1.0,1210,1190,1959,0,47.5112,-122.186,1760,9533,0,0,5,7,98056,24363.0,24363.0,0.0,0.0,0.0,53608.0,26721.0,209600.0,736.0,1455.0,4596.0,4977.0,1451.0,4476.0,1262.0,100.0,0.0,0.0,0.0,3.0,5.0,18.0,20.0,5.0,18.0,5.0,56,0,0.0,2400,0.2516514627241271,0.4,0.49583333333333335,56,0
4,2.0,2750,5527,2.0,2130,620,1901,1987,47.6513,-122.368,1290,1764,0,0,3,8,98119,19493.0,19493.0,0.0,0.0,0.0,49222.0,40315.0,402400.0,159.0,558.0,1965.0,4733.0,1055.0,5985.0,3225.0,100.0,0.0,0.0,0.0,0.0,2.0,10.0,24.0,5.0,30.0,16.0,114,1,28.0,2750,0.497557445268681,0.5,0.22545454545454546,119,0
4,2.5,2470,3811,2.0,2470,0,1999,0,47.5362,-121.877,2400,4266,0,0,3,8,98065,3710.0,0.0,2296.0,0.0,1414.0,60658.0,24746.0,206600.0,74.0,250.0,655.0,732.0,196.0,599.0,186.0,0.0,61.0,0.0,38.0,1.0,6.0,17.0,19.0,5.0,16.0,5.0,16,0,0.0,2470,0.6481238520073471,0.625,0.0,65,0
2,1.0,750,5120,1.0,750,0,1941,0,47.5312,-122.375,930,7200,0,0,4,6,98126,19435.0,19435.0,0.0,0.0,0.0,47519.0,25844.0,200000.0,964.0,1516.0,3123.0,3812.0,1145.0,3290.0,1485.0,100.0,0.0,0.0,0.0,4.0,7.0,16.0,19.0,5.0,16.0,7.0,74,0,0.0,750,0.146484375,0.5,0.0,126,0
4,2.5,3210,8532,2.0,3210,0,1998,0,47.625,-122.144,2950,6753,0,0,3,10,98007,22814.0,22814.0,0.0,0.0,0.0,48606.0,28398.0,252600.0,599.0,1148.0,3077.0,4085.0,1326.0,5341.0,2818.0,100.0,0.0,0.0,0.0,2.0,5.0,13.0,17.0,5.0,23.0,12.0,17,0,0.0,3210,0.3762306610407876,0.625,0.0,7,0
3,1.75,1430,16200,1.0,1430,0,1967,0,47.5223,-122.043,1690,13125,0,0,4,7,98027,22271.0,18009.0,0.0,0.0,4262.0,70085.0,34109.0,308700.0,250.0,739.0,2715.0,3874.0,1337.0,5455.0,2452.0,80.0,0.0,0.0,19.0,1.0,3.0,12.0,17.0,6.0,24.0,11.0,48,0,0.0,1430,0.0882716049382716,0.5833333333333334,0.0,27,0
3,1.5,1430,8960,1.0,1430,0,1953,0,47.4759,-122.349,1560,10125,0,0,4,6,98166,20163.0,20163.0,0.0,0.0,0.0,50310.0,28904.0,235200.0,508.0,1218.0,3864.0,3986.0,1319.0,3368.0,1541.0,100.0,0.0,0.0,0.0,2.0,6.0,19.0,19.0,6.0,16.0,7.0,62,0,0.0,1430,0.15959821428571427,0.5,0.0,166,0
4,1.75,1650,7276,1.0,1010,640,1977,0,47.7721,-122.206,1840,8550,0,0,3,7,98011,26395.0,26395.0,0.0,0.0,0.0,61329.0,27709.0,239800.0,291.0,1208.0,4101.0,5252.0,1656.0,5347.0,1916.0,100.0,0.0,0.0,0.0,1.0,4.0,15.0,19.0,6.0,20.0,7.0,38,0,0.0,1650,0.22677295217152282,0.4375,0.3878787878787879,11,0
3,2.25,1670,5004,2.0,1670,0,1987,0,47.5688,-122.017,1850,5276,0,0,3,8,98029,28497.0,27197.0,0.0,0.0,1300.0,91146.0,41838.0,356600.0,87.0,618.0,2195.0,3842.0,1503.0,6969.0,3970.0,95.0,0.0,0.0,4.0,0.0,2.0,7.0,13.0,5.0,24.0,13.0,28,0,0.0,1670,0.3337330135891287,0.75,0.0,29,0
4,2.5,2010,16020,1.5,2010,0,1962,0,47.4821,-122.108,1420,16020,0,0,5,8,98059,28181.0,24581.0,0.0,14.0,3586.0,61361.0,28696.0,215200.0,661.0,1733.0,4833.0,5624.0,1891.0,4832.0,1633.0,87.0,0.0,0.0,12.0,2.0,6.0,17.0,19.0,6.0,17.0,5.0,53,0,0.0,2010,0.1254681647940075,0.625,0.0,59,0
4,2.5,2610,7333,2.0,2610,0,1988,0,47.2721,-122.293,2280,9033,0,0,3,8,98003,42614.0,42614.0,0.0,0.0,0.0,43027.0,21092.0,166800.0,921.0,3690.0,8767.0,8626.0,2850.0,4535.0,1749.0,100.0,0.0,0.0,0.0,2.0,8.0,20.0,20.0,6.0,10.0,4.0,27,0,0.0,2610,0.3559252693304241,0.625,0.0,3,0
4,2.5,2030,39049,1.0,1530,500,1953,0,47.4413,-122.345,2400,14605,0,0,4,7,98166,20163.0,20163.0,0.0,0.0,0.0,50310.0,28904.0,235200.0,508.0,1218.0,3864.0,3986.0,1319.0,3368.0,1541.0,100.0,0.0,0.0,0.0,2.0,6.0,19.0,19.0,6.0,16.0,7.0,62,0,0.0,2030,0.05198596634997055,0.625,0.24630541871921183,166,0
3,2.5,1560,4800,2.0,1560,0,1974,0,47.2653,-122.285,1510,12240,0,0,4,7,98001,25495.0,25245.0,0.0,0.0,250.0,60534.0,24011.0,168400.0,475.0,1828.0,5293.0,5336.0,1687.0,2725.0,856.0,99.0,0.0,0.0,0.0,1.0,7.0,20.0,20.0,6.0,10.0,3.0,41,0,0.0,1560,0.325,0.8333333333333334,0.0,1,0
4,2.75,2830,10240,2.0,2830,0,1998,0,47.5903,-121.986,3490,10240,0,0,4,9,98075,23926.5,23298.0,0.0,0.0,0.0,56933.0,27639.5,239850.0,406.0,1213.0,3755.5,4638.0,1417.5,4822.0,2072.0,100.0,0.0,0.0,0.0,1.0,5.0,15.0,19.0,5.0,19.0,7.5,17,0,0.0,2830,0.2763671875,0.6875,0.0,75,0
3,2.0,1470,16500,1.0,1470,0,1961,0,47.3617,-122.061,1720,14406,0,0,3,7,98042,38249.0,37394.0,0.0,0.0,855.0,66051.0,25219.0,192000.0,437.0,2301.0,7135.0,7787.0,2202.0,4964.0,1783.0,97.0,0.0,0.0,2.0,1.0,6.0,18.0,20.0,5.0,12.0,4.0,54,0,0.0,1470,0.0890909090909091,0.6666666666666666,0.0,42,0
5,1.5,2160,5000,1.5,2160,0,1926,0,47.6645,-122.36,1450,4265,0,2,4,8,98107,18314.0,18314.0,0.0,0.0,0.0,42195.0,28918.0,255400.0,340.0,977.0,2730.0,3736.0,1033.0,5184.0,2086.0,100.0,0.0,0.0,0.0,1.0,5.0,14.0,20.0,5.0,28.0,11.0,89,0,0.0,2160,0.432,0.3,0.0,107,0
4,3.25,3266,5398,2.0,3266,0,2014,0,47.2975,-122.35,3087,5152,0,0,3,8,98023,47500.0,47500.0,0.0,0.0,0.0,57411.0,24314.0,177300.0,976.0,2764.0,7792.0,9989.0,3265.0,6623.0,2322.0,100.0,0.0,0.0,0.0,2.0,5.0,16.0,21.0,6.0,13.0,4.0,1,0,0.0,3266,0.6050389032975176,0.8125,0.0,23,0
4,4.5,4060,10800,2.0,4060,0,2007,0,47.4241,-122.29,1830,9768,0,0,3,10,98188,22269.0,22219.0,0.0,0.0,50.0,40618.0,22672.0,162500.0,963.0,2026.0,5380.0,4548.0,1367.0,2361.0,640.0,99.0,0.0,0.0,0.0,4.0,9.0,24.0,20.0,6.0,10.0,2.0,8,0,0.0,4060,0.37592592592592594,1.125,0.0,188,0
3,3.25,1370,1194,3.0,1370,0,2005,0,47.6704,-122.391,1320,1217,0,0,3,8,98107,18314.0,18314.0,0.0,0.0,0.0,42195.0,28918.0,255400.0,340.0,977.0,2730.0,3736.0,1033.0,5184.0,2086.0,100.0,0.0,0.0,0.0,1.0,5.0,14.0,20.0,5.0,28.0,11.0,10,0,0.0,1370,1.1474036850921272,1.0833333333333333,0.0,107,0
2,2.5,1340,1240,2.0,1150,190,2008,0,47.6858,-122.102,1280,1312,0,0,3,8,98052,50138.0,50138.0,0.0,0.0,0.0,68923.0,36862.0,279400.0,790.0,1888.0,4670.0,9050.0,2946.0,13623.0,5865.0,100.0,0.0,0.0,0.0,1.0,3.0,9.0,18.0,5.0,27.0,11.0,7,0,0.0,1340,1.0806451612903225,1.25,0.1417910447761194,52,0
3,1.75,1690,8489,1.0,1690,0,1959,0,47.6079,-122.192,1850,8536,0,0,4,7,98004,22903.0,22903.0,0.0,0.0,0.0,63358.0,49107.0,432300.0,287.0,678.0,2140.0,3948.0,1384.0,6570.0,3606.0,100.0,0.0,0.0,0.0,1.0,2.0,9.0,17.0,6.0,28.0,15.0,56,0,0.0,1690,0.1990811638591118,0.5833333333333334,0.0,4,0
3,2.25,1840,6750,1.0,1270,570,1980,0,47.4075,-122.172,1750,7004,0,0,4,7,98031,64181.0,64181.0,0.0,0.0,0.0,50958.0,21411.0,182900.0,2011.0,4483.0,12241.0,12168.0,3998.0,7611.0,2343.0,100.0,0.0,0.0,0.0,3.0,6.0,19.0,18.0,6.0,11.0,3.0,35,0,0.0,1840,0.2725925925925926,0.75,0.30978260869565216,31,0
4,2.5,2590,8571,2.0,2590,0,1988,0,47.691,-122.105,2360,8155,0,0,3,9,98052,50138.0,50138.0,0.0,0.0,0.0,68923.0,36862.0,279400.0,790.0,1888.0,4670.0,9050.0,2946.0,13623.0,5865.0,100.0,0.0,0.0,0.0,1.0,3.0,9.0,18.0,5.0,27.0,11.0,27,0,0.0,2590,0.30218177575545446,0.625,0.0,52,0
3,1.75,1800,5816,1.0,900,900,1947,0,47.6529,-122.407,1650,5816,0,0,5,7,98199,19287.0,19287.0,0.0,0.0,0.0,59542.0,37754.0,363400.0,171.0,479.0,1981.0,4042.0,869.0,5676.0,2826.0,100.0,0.0,0.0,0.0,0.0,2.0,10.0,20.0,4.0,29.0,14.0,68,0,0.0,1800,0.30949105914718017,0.5833333333333334,0.5,199,0
3,1.0,1450,6776,1.0,1450,0,1952,0,47.5056,-122.244,1680,7200,0,0,3,7,98178,21956.0,21956.0,0.0,0.0,0.0,47461.0,22158.0,175400.0,925.0,1773.0,4530.0,4630.0,1277.0,2688.0,952.0,100.0,0.0,0.0,0.0,4.0,8.0,20.0,21.0,5.0,12.0,4.0,63,0,0.0,1450,0.2139905548996458,0.3333333333333333,0.0,178,0
4,2.25,2810,25990,2.0,1860,950,1959,0,47.2993,-122.293,2020,16140,0,0,3,8,98001,25495.0,25245.0,0.0,0.0,250.0,60534.0,24011.0,168400.0,475.0,1828.0,5293.0,5336.0,1687.0,2725.0,856.0,99.0,0.0,0.0,0.0,1.0,7.0,20.0,20.0,6.0,10.0,3.0,56,0,0.0,2810,0.10811850711812235,0.5625,0.33807829181494664,1,0
5,2.75,2710,4685,2.0,2710,0,2014,0,47.3555,-122.062,2710,4449,0,0,3,8,98038,22453.0,17050.0,0.0,86.0,5317.0,68180.0,26547.0,212100.0,281.0,1054.0,3399.0,4646.0,1486.0,3474.0,1065.0,75.0,0.0,0.0,23.0,1.0,4.0,15.0,20.0,6.0,15.0,4.0,1,0,0.0,2710,0.5784418356456777,0.55,0.0,38,0
6,3.75,4210,6105,2.0,3280,930,2008,0,47.5211,-122.157,3820,6368,0,0,3,9,98059,28181.0,24581.0,0.0,14.0,3586.0,61361.0,28696.0,215200.0,661.0,1733.0,4833.0,5624.0,1891.0,4832.0,1633.0,87.0,0.0,0.0,12.0,2.0,6.0,17.0,19.0,6.0,17.0,5.0,7,0,0.0,4210,0.6895986895986896,0.625,0.2209026128266033,59,0
2,1.0,1088,8453,1.0,1088,0,1952,2009,47.2685,-122.231,1088,8016,0,0,3,6,98001,25495.0,25245.0,0.0,0.0,250.0,60534.0,24011.0,168400.0,475.0,1828.0,5293.0,5336.0,1687.0,2725.0,856.0,99.0,0.0,0.0,0.0,1.0,7.0,20.0,20.0,6.0,10.0,3.0,63,1,6.0,1088,0.1287116999881699,0.5,0.0,1,0
4,3.0,2620,214750,2.0,2620,0,1992,0,47.4239,-122.068,2060,212137,0,0,3,8,98058,37695.0,35624.0,0.0,15.0,2056.0,63680.0,26550.0,196900.0,616.0,2090.0,6529.0,7788.0,2244.0,6077.0,2058.0,94.0,0.0,0.0,5.0,1.0,5.0,17.0,20.0,5.0,16.0,5.0,23,0,0.0,2620,0.01220023282887078,0.75,0.0,58,0
4,2.5,2440,6733,2.0,2440,0,1999,0,47.6374,-122.064,2570,6496,0,0,3,9,98074,23926.5,23298.0,0.0,0.0,0.0,56933.0,27639.5,239850.0,406.0,1213.0,3755.5,4638.0,1417.5,4822.0,2072.0,100.0,0.0,0.0,0.0,1.0,5.0,15.0,19.0,5.0,19.0,7.5,16,0,0.0,2440,0.3623941779296005,0.625,0.0,74,0
2,1.0,1120,5329,1.0,750,370,1929,0,47.5421,-122.378,1530,5330,0,1,3,6,98126,19435.0,19435.0,0.0,0.0,0.0,47519.0,25844.0,200000.0,964.0,1516.0,3123.0,3812.0,1145.0,3290.0,1485.0,100.0,0.0,0.0,0.0,4.0,7.0,16.0,19.0,5.0,16.0,7.0,86,0,0.0,1120,0.21017076374554325,0.5,0.33035714285714285,126,0
3,1.75,1340,7210,1.0,1340,0,1975,0,47.4182,-122.167,1370,7210,0,0,4,7,98031,64181.0,64181.0,0.0,0.0,0.0,50958.0,21411.0,182900.0,2011.0,4483.0,12241.0,12168.0,3998.0,7611.0,2343.0,100.0,0.0,0.0,0.0,3.0,6.0,19.0,18.0,6.0,11.0,3.0,40,0,0.0,1340,0.18585298196948682,0.5833333333333334,0.0,31,0
3,2.0,1860,3600,1.5,1110,750,1915,0,47.6102,-122.296,1680,3695,0,0,3,7,98122,28985.0,28985.0,0.0,0.0,0.0,32085.0,26501.0,286400.0,1246.0,2295.0,3833.0,6517.0,1903.0,6399.0,2878.0,100.0,0.0,0.0,0.0,4.0,7.0,13.0,22.0,6.0,22.0,9.0,100,0,0.0,1860,0.5166666666666667,0.6666666666666666,0.4032258064516129,122,0
4,1.75,2080,8750,1.0,1330,750,1967,0,47.3749,-122.291,1790,8750,0,0,4,8,98032,28756.0,28422.0,0.0,0.0,334.0,42042.0,21327.0,161500.0,1220.0,2530.0,6100.0,5824.0,1683.0,3236.0,1226.0,98.0,0.0,0.0,1.0,4.0,8.0,21.0,20.0,5.0,11.0,4.0,48,0,0.0,2080,0.2377142857142857,0.4375,0.3605769230769231,32,0
3,2.0,1250,1306,3.0,1250,0,2000,0,47.6705,-122.39,1320,1306,0,0,3,7,98107,18314.0,18314.0,0.0,0.0,0.0,42195.0,28918.0,255400.0,340.0,977.0,2730.0,3736.0,1033.0,5184.0,2086.0,100.0,0.0,0.0,0.0,1.0,5.0,14.0,20.0,5.0,28.0,11.0,15,0,0.0,1250,0.9571209800918836,0.6666666666666666,0.0,107,0
4,3.0,3580,35261,1.5,3580,0,1985,0,47.7577,-122.134,3540,36750,0,0,3,10,98072,35549.0,34428.0,0.0,105.0,1016.0,82922.0,37695.0,342200.0,334.0,1235.0,4183.0,5980.0,1902.0,7516.0,3392.0,96.0,0.0,0.0,2.0,0.0,3.0,11.0,16.0,5.0,21.0,9.0,30,0,0.0,3580,0.10152860100394204,0.75,0.0,72,0
3,2.5,2430,54059,2.0,2430,0,1987,0,47.4664,-121.992,2910,49658,0,0,3,10,98027,22271.0,18009.0,0.0,0.0,4262.0,70085.0,34109.0,308700.0,250.0,739.0,2715.0,3874.0,1337.0,5455.0,2452.0,80.0,0.0,0.0,19.0,1.0,3.0,12.0,17.0,6.0,24.0,11.0,28,0,0.0,2430,0.04495088699384006,0.8333333333333334,0.0,27,0
2,2.5,1240,1249,3.0,1240,0,2006,0,47.6718,-122.386,1240,2500,0,0,3,8,98107,18314.0,18314.0,0.0,0.0,0.0,42195.0,28918.0,255400.0,340.0,977.0,2730.0,3736.0,1033.0,5184.0,2086.0,100.0,0.0,0.0,0.0,1.0,5.0,14.0,20.0,5.0,28.0,11.0,9,0,0.0,1240,0.9927942353883107,1.25,0.0,107,0
4,1.75,1860,9750,1.0,1460,400,1969,0,47.7097,-122.202,1900,8913,0,0,3,7,98034,40127.0,40127.0,0.0,0.0,0.0,60043.0,29747.0,239900.0,481.0,1760.0,5753.0,8708.0,2515.0,8280.0,3364.0,100.0,0.0,0.0,0.0,1.0,4.0,14.0,21.0,6.0,20.0,8.0,46,0,0.0,1860,0.19076923076923077,0.4375,0.21505376344086022,34,0
5,1.75,2330,3800,1.5,1360,970,1927,0,47.6835,-122.308,2100,3800,0,0,3,7,98115,43263.0,43263.0,0.0,0.0,0.0,58475.0,34026.0,282800.0,370.0,1090.0,3667.0,6852.0,1951.0,13103.0,8891.0,100.0,0.0,0.0,0.0,0.0,2.0,8.0,15.0,4.0,30.0,20.0,88,0,0.0,2330,0.6131578947368421,0.35,0.41630901287553645,115,0
4,2.5,2550,4630,2.0,2550,0,2005,0,47.5928,-122.004,2550,5151,0,0,3,7,98075,23926.5,23298.0,0.0,0.0,0.0,56933.0,27639.5,239850.0,406.0,1213.0,3755.5,4638.0,1417.5,4822.0,2072.0,100.0,0.0,0.0,0.0,1.0,5.0,15.0,19.0,5.0,19.0,7.5,10,0,0.0,2550,0.550755939524838,0.625,0.0,75,0
